timestamp,test-class,test-method,time,description,result
2021-09-05 18:22:49.024,acme.testing.administrator.spamPanel.AdministratorBlackListDeleteTest,deleteNegative,378,"deleteNegative()",OK
2021-09-05 18:23:05.964,acme.testing.administrator.spamPanel.AdministratorThresholdShowTest,showPositive,4892,"[1] index=0, threshold=10.0",OK
2021-09-05 18:23:06.969,acme.testing.administrator.spamPanel.AdministratorThresholdShowTest,showNegative,574,"showNegative()",OK
2021-09-05 18:23:26.091,acme.testing.administrator.spamPanel.AdministratorBlackListUpdateTest,updatePositive,6346,"[1] recordIndex=0, word=se",OK
2021-09-05 18:23:31.199,acme.testing.administrator.spamPanel.AdministratorBlackListUpdateTest,updateNegative,4758,"[1] recordIndex=0, word=null",OK
2021-09-05 18:23:36.293,acme.testing.administrator.spamPanel.AdministratorBlackListUpdateTest,updateNegative,4766,"[2] recordIndex=1, word=sexo",OK
2021-09-05 18:23:51.486,acme.testing.administrator.spamPanel.AdministratorBlackListListTest,listPositive,3495,"[1] index=0, word=sex",OK
2021-09-05 18:23:55.482,acme.testing.administrator.spamPanel.AdministratorBlackListListTest,listPositive,3406,"[2] index=1, word=sexo",OK
2021-09-05 18:23:59.203,acme.testing.administrator.spamPanel.AdministratorBlackListListTest,listPositive,3333,"[3] index=10, word=millón de dolares",OK
2021-09-05 18:24:00.009,acme.testing.administrator.spamPanel.AdministratorBlackListListTest,listNegative,491,"listNegative()",OK
2021-09-05 18:24:15.84,acme.testing.administrator.spamPanel.AdministratorThresholdListTest,listPositive,3559,"[1] index=0, threshold=10.0",OK
2021-09-05 18:24:18.994,acme.testing.administrator.spamPanel.AdministratorThresholdListTest,listNegative,2786,"listNegative()",OK
2021-09-05 18:24:35.529,acme.testing.manager.workplan.ManagerWorkplanListTest,listPositive,4988,"[1] index=0, title=Important tasks, executionStart=2020/02/12 08:00, executionEnd=2022/06/22 20:00, workload=93.10, isPublic=true",OK
2021-09-05 18:24:40.214,acme.testing.manager.workplan.ManagerWorkplanListTest,listPositive,4317,"[2] index=1, title=Students plan, executionStart=2017/08/12 08:00, executionEnd=2021/06/16 17:00, workload=113.10, isPublic=false",OK
2021-09-05 18:24:44.851,acme.testing.manager.workplan.ManagerWorkplanListTest,listPositive,4272,"[3] index=2, title=Empty plan, executionStart=2017/08/12 08:00, executionEnd=2021/05/15 17:00, workload=0.00, isPublic=false",OK
2021-09-05 18:24:48.401,acme.testing.manager.workplan.ManagerWorkplanListTest,listPositiveNoWorkplanPrivate,3208,"[1] index=0, title=Webapp tasks, executionStart=2019/02/12 08:00, executionEnd=2022/06/22 20:00, workload=65.00, isPublic=false",OK
2021-09-05 18:24:49.176,acme.testing.manager.workplan.ManagerWorkplanListTest,listNegative,434,"listNegative()",OK
2021-09-05 18:25:15.343,acme.testing.manager.workplan.ManagerWorkplanDeleteTest,deletePositive,14230,"deletePositive()",OK
2021-09-05 18:25:18.64,acme.testing.manager.workplan.ManagerWorkplanDeleteTest,deleteNegative,2971,"deleteNegative()",OK
2021-09-05 18:25:33.739,acme.testing.manager.workplan.ManagerWorkplanShowTest,showPositive,3618,"[1] index=61, title=Important tasks, executionStart=2020/02/12 08:00, executionEnd=2022/06/22 20:00, workload=93.10, description=Must-do before start others!, isPublic=true, tasks=Create TaskController;Create TaskService;Create TaskView",OK
2021-09-05 18:25:37.555,acme.testing.manager.workplan.ManagerWorkplanShowTest,showNegative,3144,"showNegative()",OK
2021-09-05 18:25:58.09,acme.testing.manager.workplan.ManagerWorkplanCreateTest,createPositive,8463,"[1] index=14, title=Prueba Workplan, description=just trying with a new workplan, executionStart=2020/02/12 08:00, executionEnd=2021/04/15 17:00, workload=95.30, isPublic=false, tasks=Create TaskController;Create TaskView;Create TaskRepository;Create TaskQueries",OK
2021-09-05 18:26:02.704,acme.testing.manager.workplan.ManagerWorkplanCreateTest,createNegative,4269,"[1] index=0, title=null, description=null, executionStart=null, executionEnd=null, workload=null, isPublic=false, tasks=null",OK
2021-09-05 18:26:07.388,acme.testing.manager.workplan.ManagerWorkplanCreateTest,createNegative,4354,"[2] index=1, title=Nigerian dreams, description=sexo sex viagra cialis, executionStart=aa, executionEnd=b, workload=null, isPublic=false, tasks=null",OK
2021-09-05 18:26:12.008,acme.testing.manager.workplan.ManagerWorkplanCreateTest,createNegative,4292,"[3] index=2, title=Prueba Workplan, description=just trying with a new workplan, executionStart=2022/02/12 08:00, executionEnd=2021/04/15 17:00, workload=95.30, isPublic=false, tasks=null",OK
2021-09-05 18:26:17.461,acme.testing.manager.workplan.ManagerWorkplanCreateTest,createNegative,5110,"[4] index=3, title=Prueba Workplan, description=just trying with a new workplan, executionStart=2020/02/12 08:00, executionEnd=2021/04/15 17:00, workload=95.30, isPublic=false, tasks=Create TaskRepository;Create TaskValidators;Create TaskQueries",OK
2021-09-05 18:26:23.078,acme.testing.manager.workplan.ManagerWorkplanCreateTest,createNegative,5290,"[5] index=4, title=Prueba Workplan, description=just trying with a new workplan, executionStart=2017/08/12 08:00, executionEnd=2021/04/15 17:00, workload=95.30, isPublic=true, tasks=Create TaskRepository;Create TaskValidators;Create TaskQueries",OK
2021-09-05 18:26:45.867,acme.testing.manager.workplan.ManagerWorkplanUpdateTest,updatePositive,10702,"[1] index=0, title=Prueba Workplan, description=just trying with a new workplan, executionStart=2020/02/12 08:00, executionEnd=2021/04/15 17:00, workload=95.30, isPublic=false, tasks=Create TaskController;Create TaskView;Create TaskRepository;Create TaskQueries",OK
2021-09-05 18:26:52.509,acme.testing.manager.workplan.ManagerWorkplanUpdateTest,updateNegative,6319,"[1] index=0, title=null, description=null, executionStart=null, executionEnd=null, workload=null, isPublic=false, tasks=null",OK
2021-09-05 18:26:59.587,acme.testing.manager.workplan.ManagerWorkplanUpdateTest,updateNegative,6737,"[2] index=1, title=Nigerian dreams, description=sexo sex viagra cialis, executionStart=aa, executionEnd=b, workload=null, isPublic=false, tasks=null",OK
2021-09-05 18:27:08.614,acme.testing.manager.workplan.ManagerWorkplanUpdateTest,updateNegative,8558,"[3] index=2, title=Prueba Workplan, description=just trying with a new workplan, executionStart=2022/02/12 08:00, executionEnd=2021/04/15 17:00, workload=95.30, isPublic=false, tasks=null",OK
2021-09-05 18:27:16.352,acme.testing.manager.workplan.ManagerWorkplanUpdateTest,updateNegative,7364,"[4] index=3, title=Prueba Workplan, description=just trying with a new workplan, executionStart=2020/02/12 08:00, executionEnd=2021/04/15 17:00, workload=95.30, isPublic=false, tasks=Create TaskRepository;Create TaskValidators;Create TaskQueries",OK
2021-09-05 18:27:25.314,acme.testing.manager.workplan.ManagerWorkplanUpdateTest,updateNegative,8523,"[5] index=4, title=Prueba Workplan, description=just trying with a new workplan, executionStart=2017/08/12 08:00, executionEnd=2021/04/15 17:00, workload=95.30, isPublic=true, tasks=Create TaskRepository;Create TaskValidators;Create TaskQueries",OK
2021-09-05 18:27:45.231,acme.testing.authenticated.task.AuthenticatedTaskShowTest,showPositive,3928,"[1] index=13, title=Create TaskService, executionStart=2021/02/13 19:39, executionEnd=2021/05/14 19:39, workload=50.5, description=Create service of task entity, link=https://github.com/task2",OK
2021-09-05 18:27:48.564,acme.testing.authenticated.task.AuthenticatedTaskShowTest,showNegative,2976,"showNegative()",OK
2021-09-05 18:28:08.501,acme.testing.authenticated.task.AuthenticatedTaskListTest,listPositive,6902,"[1] index=0, title=Create TaskService, executionStart=2021/02/13 19:39, executionEnd=2021/05/14 19:39, workload=50.5, description=Create service of task entity, link=https://github.com/task2",OK
2021-09-05 18:28:14.836,acme.testing.authenticated.task.AuthenticatedTaskListTest,listPositive,5809,"[2] index=1, title=Diseñar nueva web, executionStart=2021/05/01 12:00, executionEnd=2021/06/22 20:00, workload=50.0, description=Montar nueva web para el colegio Poetas Andaluces de Montequinto, link=https://github.com/task1",OK
2021-09-05 18:28:20.783,acme.testing.authenticated.task.AuthenticatedTaskListTest,listPositive,5588,"[3] index=2, title=Entidad Plan, executionStart=2021/05/01 19:39, executionEnd=2021/07/01 19:39, workload=30.0, description=Crear la entidad Plan, link=https://github.com/task1",OK
2021-09-05 18:28:21.756,acme.testing.authenticated.task.AuthenticatedTaskListTest,listNegative,552,"listNegative()",OK
2021-09-05 18:28:49.584,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,12128,"[1] index=0, title=Create ShoutValidators, executionStart=2022/08/13 19:39, executionEnd=2023/10/13 19:39, workload=98.56, description=Create validators of task entity, link=https://github.com/task25, isPublic=true",OK
2021-09-05 18:29:01.288,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,11225,"[2] index=0, title=Create ShoutService, executionStart=2022/02/13 19:39, executionEnd=2022/05/14 19:39, workload=98.57, description=Create service of task entity, link=https://github.com/task24, isPublic=false",OK
2021-09-05 18:29:10.618,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,8729,"[3] index=0, title=Create ShoutQueries, executionStart=2022/02/13 19:39, executionEnd=2022/04/14 19:39, workload=98.58, description=Create changes of task entity, link=https://github.com/task62, isPublic=false",OK
2021-09-05 18:29:18.927,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,7936,"[4] index=0, title=a, executionStart=2022/01/13 19:39, executionEnd=2022/03/14 19:39, workload=98.59, description=a, link=https://github.com/task25, isPublic=false",OK
2021-09-05 18:29:27.94,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,8613,"[5] index=17, title=Estetitulotiene80palabraspruebapruebapruebapruebapruebapruebapruebapruebapruebaa, executionStart=2022/01/13 19:39, executionEnd=2022/03/14 19:39, workload=0.0, description=Estetitulotiene500palabraspruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebaprueba, link=https://github.com/task62, isPublic=false",OK
2021-09-05 18:29:33.884,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5584,"[1] recordIndex=0, title=null, executionStart=null, executionEnd=null, workload=null, description=null, link=null, isPublic=false",OK
2021-09-05 18:29:40.033,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5759,"[2] recordIndex=1, title=million dollar, executionStart=a, executionEnd=a, workload=a, description=sex, link=http://sex.com, isPublic=false",OK
2021-09-05 18:29:46.625,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,6108,"[3] recordIndex=2, title=Create ShoutQueries, executionStart=2023/04/14 19:39, executionEnd=2022/04/13 19:39, workload=-1, description=Create changes of task entity, link=github, isPublic=true",OK
2021-09-05 18:29:53.269,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,6196,"[4] recordIndex=3, title=Create ShoutQueries, executionStart=2023/04/13 19:39, executionEnd=2023/04/13 20:39, workload=99.54, description=Create changes of task entity, link=https://github.com/task1, isPublic=false",OK
2021-09-05 18:29:59.583,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5847,"[5] recordIndex=4, title=Create ShoutQueries, executionStart=2024/04/13 19:39, executionEnd=2026/04/14 19:39, workload=14.233, description=Create changes of task entity, link=https://github.com/task1, isPublic=false",OK
2021-09-05 18:30:06.144,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,6108,"[6] recordIndex=5, title=Create ShoutQueries, executionStart=2021/04/13 19:39, executionEnd=2021/04/14 19:39, workload=1.69, description=Create changes of task entity, link=https://github.com/task1, isPublic=false",OK
2021-09-05 18:30:12.643,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,6171,"[7] recordIndex=6, title=ddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddd, executionStart=2024/04/13 19:39, executionEnd=2026/04/14 19:39, workload=100.59, description=ddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddd…, link=https://github.com/task1, isPublic=false",OK
2021-09-05 18:30:30.873,acme.testing.manager.task.ManagerTaskListTest,listPositive,6008,"[1] index=0, title=Planear el futuro de la escuela, executionStart=2019/05/01 12:00, executionEnd=2022/06/22 20:00, workload=99.0, description=Pensar en ello, link=https://github.com/task20",OK
2021-09-05 18:30:37.2,acme.testing.manager.task.ManagerTaskListTest,listPositive,5936,"[2] index=1, title=Try Task, executionStart=2021/05/01 12:00, executionEnd=2024/06/22 20:00, workload=98.0, description=try it, link=https://github.com/task21",OK
2021-09-05 18:30:44.769,acme.testing.manager.task.ManagerTaskListTest,listPositive,6531,"[3] index=2, title=Try Hard, executionStart=2020/05/01 12:00, executionEnd=2022/06/22 20:00, workload=94.0, description=keep trying, link=https://github.com/task22",OK
2021-09-05 18:30:49.658,acme.testing.manager.task.ManagerTaskListTest,listPositiveNoTaskPrivate,4152,"[1] index=0, title=Planear el futuro de la escuela, executionStart=2019/05/01 12:00, executionEnd=2022/06/22 20:00, workload=99.0, description=Pensar en ello, link=https://github.com/task20",OK
2021-09-05 18:30:53.573,acme.testing.manager.task.ManagerTaskListTest,listPositiveNoTaskPrivate,3493,"[2] index=1, title=Try Task, executionStart=2021/05/01 12:00, executionEnd=2024/06/22 20:00, workload=98.0, description=try it, link=https://github.com/task21",OK
2021-09-05 18:30:57.491,acme.testing.manager.task.ManagerTaskListTest,listPositiveNoTaskPrivate,3503,"[3] index=2, title=Try Hard, executionStart=2020/05/01 12:00, executionEnd=2022/06/22 20:00, workload=94.0, description=keep trying, link=https://github.com/task22",OK
2021-09-05 18:30:58.428,acme.testing.manager.task.ManagerTaskListTest,listNegative,524,"listNegative()",OK
2021-09-05 18:31:28.457,acme.testing.manager.task.ManagerTaskDeleteTest,deletePositive,15255,"[1] title=Create TaskValidators, executionStart=2017/08/13 19:39, executionEnd=2018/10/13 19:39, workload=90.2, description=Create validators of task entity, link=https://github.com/task5, publica=false",OK
2021-09-05 18:31:31.847,acme.testing.manager.task.ManagerTaskDeleteTest,deleteNegative,2927,"deleteNegative()",OK
2021-09-05 18:31:49.697,acme.testing.manager.task.ManagerTaskShowTest,showPositive,3443,"[1] index=16, title=Create TaskValidators, executionStart=2017/08/13 19:39, executionEnd=2018/10/13 19:39, workload=90.2, description=Create validators of task entity, link=https://github.com/task5",OK
2021-09-05 18:31:53.704,acme.testing.manager.task.ManagerTaskShowTest,showNegative,3386,"showNegative()",OK
2021-09-05 18:32:19.068,acme.testing.manager.task.ManagerTaskUpdateTest,updatePositive,11792,"[1] recordIndex=0, title=C, executionStart=2017/08/13 19:39, executionEnd=2018/10/13 19:39, workload=99.4, description=c, link=null",OK
2021-09-05 18:32:31.415,acme.testing.manager.task.ManagerTaskUpdateTest,updatePositive,11965,"[2] recordIndex=0, title=Texto con ochenta caracteres aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, executionStart=2017/08/13 19:39, executionEnd=2018/10/13 19:39, workload=99.5, description=Texto con quinientos caracteres aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, link=null",OK
2021-09-05 18:32:42.517,acme.testing.manager.task.ManagerTaskUpdateTest,updatePositive,10716,"[3] recordIndex=12, title=Create TaskValidators1, executionStart=2017/08/13 19:39, executionEnd=2018/10/13 19:39, workload=0.0, description=ejemplo, link=null",OK
2021-09-05 18:32:53.873,acme.testing.manager.task.ManagerTaskUpdateTest,updatePositive,10980,"[4] recordIndex=0, title=Create TaskValidators2, executionStart=2017/08/13 19:39, executionEnd=2017/08/18 19:40, workload=99.58, description=Create validators of task entity, link=https://github.com",OK
2021-09-05 18:33:00.206,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,5962,"[1] recordIndex=0, title=null, executionStart=null, executionEnd=null, workload=null, description=null, link=null, isPublic=false",OK
2021-09-05 18:33:06.221,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,5596,"[2] recordIndex=1, title=million dollar, executionStart=a, executionEnd=a, workload=a, description=sex, link=http://sex.com, isPublic=false",OK
2021-09-05 18:33:12.665,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,6022,"[3] recordIndex=2, title=Create ShoutQueries, executionStart=2023/04/14 19:39, executionEnd=2022/04/13 19:39, workload=-1, description=Create changes of task entity, link=github, isPublic=true",OK
2021-09-05 18:33:18.579,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,5552,"[4] recordIndex=3, title=Create ShoutQueries, executionStart=2023/04/13 19:39, executionEnd=2023/04/13 20:39, workload=40.23, description=Create changes of task entity, link=https://github.com/task1, isPublic=false",OK
2021-09-05 18:33:24.634,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,5616,"[5] recordIndex=4, title=Create ShoutQueries, executionStart=2024/04/13 19:39, executionEnd=2026/04/14 19:39, workload=1.233, description=Create changes of task entity, link=https://github.com/task1, isPublic=false",OK
2021-09-05 18:33:30.407,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,5417,"[6] recordIndex=5, title=Create ShoutQueries, executionStart=2021/04/13 19:39, executionEnd=2021/04/14 19:39, workload=1.69, description=Create changes of task entity, link=https://github.com/task1, isPublic=false",OK
2021-09-05 18:33:36.332,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,5582,"[7] recordIndex=6, title=ddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddd, executionStart=2024/04/13 19:39, executionEnd=2026/04/14 19:39, workload=101.59, description=ddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddd, link=https://github.com/task1, isPublic=false",OK
2021-09-05 18:33:51.1,acme.testing.anonymous.shout.AnonymousShoutListTest,list,2304,"[1] recordIndex=0, author=Victor Granero, moment=2021/08/25 10:00, text=Habeis visto la nueva página CodeUs?, info=https://codeUs.es",OK
2021-09-05 18:33:53.788,acme.testing.anonymous.shout.AnonymousShoutListTest,list,2308,"[2] recordIndex=1, author=Francisco, moment=2021/08/25 12:00, text=Este proyecto va sobre ruedas, enhorabuena!, info=null",OK
2021-09-05 18:33:57.021,acme.testing.anonymous.shout.AnonymousShoutListTest,listNegative,2855,"listNegative()",OK
2021-09-05 18:34:14.497,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,5276,"[1] recordIndex=7, author=David, text=a, info=null",OK
2021-09-05 18:34:19.886,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,5031,"[2] recordIndex=8, author=DavidDavidDavidDavidDavid, text=DavidDavidDavidDavidDavidDavidDavidDavidDavidDavidDavidDavidDavidDavidDavidDavidDavidDavidDavidDavid, info=null",OK
2021-09-05 18:34:25.213,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,4994,"[3] recordIndex=9, author=Alfonso, text=Es un texto de prueba, info=null",OK
2021-09-05 18:34:27.341,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegativeCases,1754,"[1] recordIndex=0, author=null, text=null, info=null",OK
2021-09-05 18:34:29.467,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegativeCases,1800,"[2] recordIndex=1, author=Pepe, text=ejemplo, info=null",OK
2021-09-05 18:34:31.616,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegativeCases,1798,"[3] recordIndex=2, author=NombreConMasDeVeinticincoCaracters, text=ejemplo, info=null",OK
2021-09-05 18:34:33.795,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegativeCases,1836,"[4] recordIndex=3, author=Francisco, text=12345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890, info=null",OK
