timestamp,test-class,test-method,time,description,result
2021-09-05 12:54:36.564,acme.testing.manager.workplan.ManagerWorkplanCreateTest,createPositive,9898,"[1] index=14, title=Prueba Workplan, description=just trying with a new workplan, executionStart=2020/02/12 08:00, executionEnd=2021/04/15 17:00, workload=95.30, isPublic=false, tasks=Create TaskController;Create TaskView;Create TaskRepository;Create TaskQueries",OK
2021-09-05 12:54:41.464,acme.testing.manager.workplan.ManagerWorkplanCreateTest,createNegative,4458,"[1] index=0, title=null, description=null, executionStart=null, executionEnd=null, workload=null, isPublic=false, tasks=null",OK
2021-09-05 12:54:46.5,acme.testing.manager.workplan.ManagerWorkplanCreateTest,createNegative,4615,"[2] index=1, title=Nigerian dreams, description=sexo sex viagra cialis, executionStart=aa, executionEnd=b, workload=null, isPublic=false, tasks=null",OK
2021-09-05 12:54:51.429,acme.testing.manager.workplan.ManagerWorkplanCreateTest,createNegative,4474,"[3] index=2, title=Prueba Workplan, description=just trying with a new workplan, executionStart=2022/02/12 08:00, executionEnd=2021/04/15 17:00, workload=95.30, isPublic=false, tasks=null",OK
2021-09-05 12:54:57.187,acme.testing.manager.workplan.ManagerWorkplanCreateTest,createNegative,5347,"[4] index=3, title=Prueba Workplan, description=just trying with a new workplan, executionStart=2020/02/12 08:00, executionEnd=2021/04/15 17:00, workload=95.30, isPublic=false, tasks=Create TaskRepository;Create TaskValidators;Create TaskQueries",OK
2021-09-05 12:55:03.274,acme.testing.manager.workplan.ManagerWorkplanCreateTest,createNegative,5641,"[5] index=4, title=Prueba Workplan, description=just trying with a new workplan, executionStart=2017/08/12 08:00, executionEnd=2021/04/15 17:00, workload=95.30, isPublic=true, tasks=Create TaskRepository;Create TaskValidators;Create TaskQueries",OK
2021-09-05 12:55:36.27,acme.testing.manager.workplan.ManagerWorkplanUpdateTest,updatePositive,14091,"[1] index=0, title=Prueba Workplan, description=just trying with a new workplan, executionStart=2020/02/12 08:00, executionEnd=2021/04/15 17:00, workload=95.30, isPublic=false, tasks=Create TaskController;Create TaskView;Create TaskRepository;Create TaskQueries",OK
2021-09-05 12:55:43.506,acme.testing.manager.workplan.ManagerWorkplanUpdateTest,updateNegative,6757,"[1] index=0, title=null, description=null, executionStart=null, executionEnd=null, workload=null, isPublic=false, tasks=null",OK
2021-09-05 12:55:50.454,acme.testing.manager.workplan.ManagerWorkplanUpdateTest,updateNegative,6552,"[2] index=1, title=Nigerian dreams, description=sexo sex viagra cialis, executionStart=aa, executionEnd=b, workload=null, isPublic=false, tasks=null",OK
2021-09-05 12:55:57.58,acme.testing.manager.workplan.ManagerWorkplanUpdateTest,updateNegative,6688,"[3] index=2, title=Prueba Workplan, description=just trying with a new workplan, executionStart=2022/02/12 08:00, executionEnd=2021/04/15 17:00, workload=95.30, isPublic=false, tasks=null",OK
2021-09-05 12:56:06.794,acme.testing.manager.workplan.ManagerWorkplanUpdateTest,updateNegative,8739,"[4] index=3, title=Prueba Workplan, description=just trying with a new workplan, executionStart=2020/02/12 08:00, executionEnd=2021/04/15 17:00, workload=95.30, isPublic=false, tasks=Create TaskRepository;Create TaskValidators;Create TaskQueries",OK
2021-09-05 12:56:15.727,acme.testing.manager.workplan.ManagerWorkplanUpdateTest,updateNegative,8494,"[5] index=4, title=Prueba Workplan, description=just trying with a new workplan, executionStart=2017/08/12 08:00, executionEnd=2021/04/15 17:00, workload=95.30, isPublic=true, tasks=Create TaskRepository;Create TaskValidators;Create TaskQueries",OK
2021-09-05 12:56:43.431,acme.testing.authenticated.task.AuthenticatedTaskShowTest,showPositive,6386,"[1] index=13, title=Create TaskService, executionStart=2021/02/13 19:39, executionEnd=2021/05/14 19:39, workload=50.5, description=Create service of task entity, link=https://github.com/task2",OK
2021-09-05 12:56:48.996,acme.testing.authenticated.task.AuthenticatedTaskShowTest,showNegative,4616,"showNegative()",OK
2021-09-05 12:57:14.714,acme.testing.authenticated.task.AuthenticatedTaskListTest,listPositive,7737,"[1] index=0, title=Create TaskService, executionStart=2021/02/13 19:39, executionEnd=2021/05/14 19:39, workload=50.5, description=Create service of task entity, link=https://github.com/task2",OK
2021-09-05 12:57:21.557,acme.testing.authenticated.task.AuthenticatedTaskListTest,listPositive,6415,"[2] index=1, title=Diseñar nueva web, executionStart=2021/05/01 12:00, executionEnd=2021/06/22 20:00, workload=50.0, description=Montar nueva web para el colegio Poetas Andaluces de Montequinto, link=https://github.com/task1",OK
2021-09-05 12:57:28.964,acme.testing.authenticated.task.AuthenticatedTaskListTest,listPositive,6882,"[3] index=2, title=Entidad Plan, executionStart=2021/05/01 19:39, executionEnd=2021/07/01 19:39, workload=30.0, description=Crear la entidad Plan, link=https://github.com/task1",OK
2021-09-05 12:57:30.276,acme.testing.authenticated.task.AuthenticatedTaskListTest,listNegative,645,"listNegative()",OK
2021-09-05 12:58:04.561,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,11404,"[1] index=0, title=Create ShoutValidators, executionStart=2022/08/13 19:39, executionEnd=2023/10/13 19:39, workload=98.56, description=Create validators of task entity, link=https://github.com/task25, isPublic=true",OK
2021-09-05 12:58:13.784,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,8772,"[2] index=0, title=Create ShoutService, executionStart=2022/02/13 19:39, executionEnd=2022/05/14 19:39, workload=98.57, description=Create service of task entity, link=https://github.com/task24, isPublic=false",OK
2021-09-05 12:58:24.684,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,10525,"[3] index=0, title=Create ShoutQueries, executionStart=2022/02/13 19:39, executionEnd=2022/04/14 19:39, workload=98.58, description=Create changes of task entity, link=https://github.com/task62, isPublic=false",OK
2021-09-05 12:58:34.924,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,9783,"[4] index=0, title=a, executionStart=2022/01/13 19:39, executionEnd=2022/03/14 19:39, workload=98.59, description=a, link=https://github.com/task25, isPublic=false",OK
2021-09-05 12:58:44.547,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,9214,"[5] index=17, title=Estetitulotiene80palabraspruebapruebapruebapruebapruebapruebapruebapruebapruebaa, executionStart=2022/01/13 19:39, executionEnd=2022/03/14 19:39, workload=0.0, description=Estetitulotiene500palabraspruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebaprueba, link=https://github.com/task62, isPublic=false",OK
2021-09-05 12:58:50.688,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5732,"[1] recordIndex=0, title=null, executionStart=null, executionEnd=null, workload=null, description=null, link=null, isPublic=false",OK
2021-09-05 12:58:57.209,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,6041,"[2] recordIndex=1, title=million dollar, executionStart=a, executionEnd=a, workload=a, description=sex, link=http://sex.com, isPublic=false",OK
